id,frame,x,y,action
958,958,1144,795,0
959,959,1143,810,0
960,960,1142,825,0
961,961,1142,848,0
962,962,1142,856,0
963,963,1143,865,0
964,964,1144,873,0
965,965,1145,876,0
966,966,1146,878,0
967,967,1146,879,0
968,968,1146,879,0
969,969,1146,879,0
970,970,1146,879,0
971,971,1146,879,0
972,972,1146,878,0
973,973,1146,877,0
974,974,1145,877,0
975,975,1143,876,0
976,976,1139,875,0
977,977,1131,875,0
978,978,1121,875,0
979,979,1108,875,0
980,980,1097,878,0
981,981,1091,883,0
982,982,1085,888,0
983,983,1080,897,0
984,984,1078,909,0
985,985,1078,923,0
986,986,1078,938,0
987,987,1078,948,0
988,988,1078,959,0
989,989,1078,966,0
990,990,1078,967,0
991,991,1078,968,0
992,992,1078,968,0
993,993,1078,968,0
994,994,1078,968,0
995,995,1077,968,0
996,996,1077,968,0
997,997,1076,967,0
998,998,1074,966,0
999,999,1072,964,0
1000,1000,1067,963,0
1001,1001,1058,962,0
1002,1002,1047,962,0
1003,1003,1035,962,0
1004,1004,1024,968,0
1005,1005,1012,977,0
1006,1006,996,993,0
1007,1007,988,1007,0
1008,1008,983,1020,0
1009,1009,981,1031,0
1010,1010,979,1041,0
1011,1011,979,1049,0
1012,1012,979,1051,0
1013,1013,979,1051,0
1014,1014,979,1051,0
1015,1015,979,1051,0
1016,1016,979,1051,0
1017,1017,979,1051,0
1018,1018,979,1051,0
1019,1019,979,1051,0
1020,1020,979,1051,0
1021,1021,979,1051,0
1022,1022,979,1051,0
1023,1023,979,1051,0
1024,1024,979,1051,0
1025,1025,979,1051,0
1026,1026,979,1051,0
1027,1027,979,1051,0
1028,1028,979,1051,0
1029,1029,979,1051,0
1030,1030,979,1051,0
1031,1031,979,1051,0
1032,1032,979,1051,0
1033,1033,979,1051,0
1034,1034,979,1051,0
1035,1035,979,1051,0
1036,1036,979,1051,0
1037,1037,979,1051,0
1038,1038,979,1051,0
1039,1039,979,1051,0
1040,1040,979,1051,0
1041,1041,979,1051,0
1042,1042,979,1051,0
1043,1043,979,1051,0
1044,1044,945,969,0
1045,1045,941,961,0
1046,1046,938,955,0
1047,1047,935,947,0
1048,1048,930,941,0
1049,1049,926,937,0
1050,1050,919,933,0
1051,1051,907,933,0
1052,1052,898,933,0
1053,1053,887,935,0
1054,1054,873,945,0
1055,1055,859,958,0
1056,1056,845,972,0
1057,1057,835,990,0
1058,1058,835,990,0
1059,1059,835,990,0
1060,1060,835,990,0
1061,1061,835,990,0
1062,1062,835,990,0
1063,1063,835,990,0
1064,1064,835,990,0
1065,1065,835,990,0
1066,1066,835,990,0
1067,1067,835,990,0
1068,1068,835,990,0
1069,1069,835,990,0
1070,1070,835,990,0
1071,1071,835,990,0
1072,1072,835,986,0
1073,1073,838,978,0
1074,1074,842,963,0
1075,1075,845,941,0
1076,1076,846,920,0
1077,1077,846,903,0
1078,1078,842,891,0
1079,1079,836,881,0
1080,1080,825,870,0
1081,1081,817,865,0
1082,1082,809,862,0
1083,1083,799,860,0
1084,1084,790,860,0
1085,1085,781,860,0
1086,1086,775,862,0
1087,1087,769,866,0
1088,1088,766,867,0
1089,1089,765,868,0
1090,1090,765,868,0
1091,1091,765,868,0
1092,1092,765,868,0
1093,1093,765,867,0
1094,1094,766,865,0
1095,1095,767,863,0
1096,1096,768,860,0
1097,1097,768,853,0
1098,1098,768,845,0
1099,1099,763,824,0
1100,1100,756,806,0
1101,1101,743,788,0
1102,1102,728,774,0
1103,1103,712,766,0
1104,1104,690,763,0
1105,1105,670,763,0
1106,1106,649,763,0
1107,1107,637,766,0
1108,1108,626,770,0
1109,1109,621,772,0
1110,1110,618,772,0
1111,1111,618,772,0
1112,1112,618,772,0
1113,1113,618,772,0
1114,1114,619,770,0
1115,1115,621,768,0
1116,1116,621,766,0
1117,1117,622,764,0
1118,1118,623,759,0
1119,1119,623,754,0
1120,1120,623,745,0
1121,1121,623,737,0
1122,1122,619,728,0
1123,1123,612,716,0
1124,1124,598,699,0
1125,1125,592,692,0
1126,1126,571,678,0
1127,1127,554,673,0
1128,1128,536,670,0
1129,1129,521,670,0
1130,1130,506,670,0
1131,1131,491,676,0
1132,1132,477,685,0
1133,1133,470,691,0
1134,1134,466,695,0
1135,1135,464,697,0
1136,1136,464,697,0
1137,1137,464,697,0
1138,1138,465,696,0
1139,1139,468,692,0
1140,1140,473,683,0
1141,1141,474,681,0
1142,1142,477,672,0
1143,1143,478,659,0
1144,1144,478,646,0
1145,1145,478,635,0
1146,1146,472,624,0
1147,1147,466,614,0
1148,1148,456,606,0
1149,1149,445,598,0
1150,1150,429,593,0
1151,1151,411,592,0
1152,1152,382,592,0
1153,1153,361,596,0
1154,1154,337,605,0
1155,1155,313,616,0
1156,1156,304,621,0
1157,1157,302,622,0
1158,1158,298,624,0
1159,1159,298,624,0
1160,1160,298,624,0
1161,1161,298,624,0
1162,1162,298,624,0
1163,1163,298,624,0
1164,1164,298,624,0
1165,1165,298,624,0
1166,1166,298,624,0
1167,1167,298,624,0
1168,1168,298,624,0
1169,1169,298,624,0
1170,1170,298,624,0
1171,1171,298,624,0
1172,1172,298,624,0
1173,1173,298,624,0
1174,1174,298,624,0
1175,1175,298,624,0
1176,1176,298,624,0
1177,1177,298,624,0
1178,1178,298,624,0
1179,1179,298,624,0
1180,1180,298,624,0
1181,1181,298,624,0
1182,1182,298,624,0
1183,1183,298,624,0
1184,1184,298,624,0
1185,1185,298,624,0
1186,1186,298,624,0
1187,1187,298,624,0
1188,1188,298,624,0
1189,1189,298,624,0
1190,1190,298,624,0
1191,1191,298,624,0
1192,1192,298,624,0
1193,1193,298,624,0
1194,1194,298,624,0
1195,1195,298,624,0
1196,1196,298,624,0
1197,1197,298,624,0
1198,1198,298,624,0
1199,1199,298,624,0
1200,1200,298,624,0
1201,1201,298,624,0
1202,1202,298,624,0
1203,1203,298,624,0
1204,1204,298,624,0
1205,1205,298,624,0
1206,1206,298,624,0
1207,1207,298,624,0
1208,1208,298,624,0
1209,1209,298,624,0
1210,1210,298,624,0
1211,1211,298,624,0
1212,1212,298,624,0
1213,1213,298,624,0
1214,1214,298,624,0
1215,1215,298,624,0
1216,1216,298,624,0
1217,1217,298,624,0
1218,1218,298,624,0
1219,1219,298,624,0
1220,1220,298,624,0
1221,1221,298,624,0
1222,1222,298,624,0
1223,1223,298,624,0
1224,1224,298,624,0
1225,1225,298,624,0
1226,1226,298,624,0
1227,1227,298,624,0
1228,1228,298,624,0
1229,1229,298,624,0
1230,1230,298,624,0
1231,1231,298,624,0
1232,1232,298,624,0
1233,1233,298,624,0
1234,1234,298,624,0
1235,1235,298,624,0
1236,1236,298,624,0
1237,1237,298,624,0
1238,1238,298,624,0
1239,1239,298,624,0
1240,1240,298,624,0
1241,1241,298,624,0
1242,1242,298,624,0
1243,1243,298,624,0
1244,1244,298,624,0
1245,1245,298,624,0
1246,1246,298,624,0
1247,1247,298,624,0
1248,1248,298,624,0
1249,1249,298,624,0
1250,1250,298,624,0
1251,1251,298,624,0
1252,1252,298,624,0
1253,1253,298,624,0
1254,1254,298,624,0
1255,1255,298,624,0
1256,1256,298,624,0
1257,1257,298,624,0
1258,1258,298,624,0
1259,1259,298,624,0
1260,1260,298,624,0
1261,1261,298,624,0
1262,1262,298,624,0
1263,1263,298,624,0
1264,1264,298,624,0
1265,1265,298,624,0
1266,1266,298,624,0
1267,1267,298,624,0
1268,1268,298,624,0
1269,1269,298,624,0
1270,1270,298,624,0
1271,1271,298,624,0
1272,1272,298,624,0
1273,1273,298,624,0
1274,1274,298,624,0
1275,1275,298,624,0
1276,1276,298,624,0
1277,1277,298,624,0
1278,1278,298,624,0
1279,1279,298,624,0
1280,1280,298,624,0
1281,1281,298,624,0
1282,1282,298,624,0
1283,1283,298,624,0
1284,1284,298,624,0
1285,1285,298,624,0
1286,1286,298,624,0
1287,1287,298,624,0
1288,1288,298,624,0
1289,1289,298,624,0
1290,1290,298,624,0
1291,1291,298,624,0
1292,1292,298,624,0
1293,1293,298,624,0
1294,1294,298,624,0
1295,1295,298,624,0
1296,1296,298,624,0
1297,1297,298,624,0
1298,1298,298,624,0
1299,1299,298,624,0
1300,1300,298,624,0
1301,1301,298,624,0
1302,1302,298,624,0
1303,1303,298,624,0
1304,1304,298,624,0
1305,1305,298,624,0
1306,1306,298,624,0
1307,1307,298,624,0
1308,1308,298,624,0
1309,1309,298,624,0
1310,1310,298,624,0
1311,1311,298,624,0
1312,1312,298,624,0
1313,1313,298,624,0
1314,1314,298,624,0
1315,1315,298,624,0
1316,1316,298,624,0
1317,1317,298,624,0
1318,1318,298,624,0
1319,1319,298,624,0
1320,1320,298,624,0
1321,1321,298,624,0
1322,1322,298,624,0
1323,1323,298,624,0
1324,1324,298,624,0
1325,1325,298,624,0
1326,1326,298,624,0
1327,1327,298,624,0
1328,1328,298,624,0
1329,1329,298,624,0
1330,1330,298,624,0
1331,1331,298,624,0
1332,1332,298,624,0
1333,1333,298,624,0
1334,1334,298,624,0
1335,1335,298,624,0
1336,1336,298,624,0
1337,1337,298,624,0
1338,1338,298,624,0
1339,1339,298,624,0
1340,1340,298,624,0
1341,1341,298,624,0
1342,1342,298,624,0
1343,1343,298,624,0
1344,1344,298,624,0
1345,1345,298,624,0
1346,1346,298,624,0
1347,1347,298,624,0
1348,1348,298,624,0
1349,1349,298,624,0
1350,1350,298,624,0
1351,1351,298,624,0
1352,1352,298,624,0
1353,1353,298,624,0
1354,1354,298,624,0
1355,1355,298,624,0
1356,1356,298,624,0
1357,1357,298,624,0
1358,1358,298,624,0
1359,1359,298,624,0
1360,1360,298,624,0
1361,1361,298,624,0
1362,1362,298,624,0
1363,1363,298,624,0
1364,1364,298,624,0
1365,1365,298,624,0
1366,1366,298,624,0
1367,1367,298,624,0
1368,1368,298,624,0
1369,1369,298,624,0
1370,1370,298,624,0
1371,1371,298,624,0
1372,1372,298,624,0
1373,1373,298,624,0
1374,1374,298,624,0
1375,1375,298,624,0
1376,1376,298,624,0
1377,1377,298,624,0
1378,1378,298,624,0
1379,1379,298,624,0
1380,1380,298,624,0
1381,1381,298,624,0
1382,1382,298,624,0
1383,1383,298,624,0
1384,1384,298,624,0
1385,1385,298,624,0
1386,1386,298,624,0
1387,1387,298,624,0
1388,1388,298,624,0
1389,1389,298,624,0
1390,1390,298,624,0
1391,1391,298,624,0
1392,1392,298,624,0
1393,1393,298,624,0
1394,1394,298,624,0
1395,1395,298,624,0
1396,1396,298,624,0
1397,1397,298,624,0
1398,1398,298,624,0
1399,1399,298,624,0
1400,1400,298,624,0
1401,1401,298,624,0
1402,1402,298,624,0
1403,1403,298,624,0
1404,1404,298,624,0
1405,1405,298,624,0
1406,1406,298,624,0
1407,1407,298,624,0
1408,1408,298,624,0
1409,1409,298,624,0
1410,1410,298,624,0
1411,1411,298,624,0
1412,1412,298,624,0
1413,1413,298,624,0
1414,1414,298,624,0
1415,1415,298,624,0
1416,1416,298,624,0
1417,1417,294,624,0
1418,1418,284,623,0
1419,1419,268,620,0
1420,1420,256,618,0
1421,1421,246,616,0
1422,1422,241,616,0
1423,1423,239,616,0
1424,1424,239,616,0
1425,1425,239,616,0
1426,1426,239,616,0
1427,1427,239,616,0
1428,1428,239,616,0
1429,1429,239,616,0
1430,1430,239,616,0
1431,1431,237,616,0
1432,1432,232,616,0
1433,1433,225,616,0
1434,1434,212,616,0
1435,1435,203,617,0
1436,1436,194,617,0
1437,1437,190,617,0
1438,1438,188,617,0
1439,1439,188,617,0
1440,1440,188,617,0
1441,1441,188,617,0
1442,1442,188,617,0
1443,1443,188,617,0
1444,1444,188,617,0
1445,1445,188,617,0
1446,1446,188,617,1
1447,1447,188,617,1
1448,1448,188,617,1
1449,1449,184,617,1
1450,1450,182,617,1
1451,1451,180,617,1
1452,1452,180,617,1
1453,1453,180,617,1
1454,1454,180,617,1
1455,1455,180,617,1
1456,1456,180,617,1
1457,1457,180,617,1
1458,1458,180,617,1
1459,1459,180,617,1
1460,1460,180,617,1
1461,1461,180,617,1
1462,1462,172,618,1
1463,1463,157,622,1
1464,1464,145,624,1
1465,1465,118,629,1
1466,1466,106,632,1
1467,1467,95,634,1
1468,1468,89,635,1
1469,1469,85,636,1
1470,1470,85,637,1
1471,1471,85,637,1
1472,1472,85,637,1
1473,1473,85,637,1
1474,1474,85,637,1
1475,1475,85,637,1
1476,1476,85,637,1
1477,1477,85,637,1
1478,1478,85,637,1
1479,1479,85,637,1
1480,1480,86,637,0
1481,1481,86,637,0
1482,1482,86,637,0
1483,1483,86,637,0
1484,1484,86,637,0
1485,1485,86,637,0
1486,1486,86,637,0
1487,1487,86,637,0
1488,1488,86,637,0
1489,1489,86,637,0
1490,1490,86,637,0
1491,1491,86,637,0
1492,1492,86,637,0
1493,1493,86,637,0
1494,1494,86,637,0
1495,1495,86,637,0
1496,1496,86,637,0
1497,1497,86,637,0
1498,1498,86,637,0
1499,1499,86,637,0
1500,1500,86,637,0
1501,1501,86,637,0
1502,1502,86,637,0
1503,1503,86,637,0
1504,1504,86,637,0
1505,1505,86,637,0
1506,1506,86,637,0
1507,1507,86,637,0
1508,1508,86,637,0
1509,1509,86,637,0
1510,1510,86,637,0
1511,1511,86,637,0
1512,1512,86,637,0
1513,1513,86,637,0
1514,1514,86,636,0
1515,1515,90,628,0
1516,1516,118,589,0
1517,1517,133,571,0
1518,1518,153,545,0
1519,1519,165,531,0
1520,1520,170,525,0
1521,1521,171,523,0
1522,1522,172,523,0
1523,1523,172,523,0
1524,1524,172,523,0
1525,1525,172,523,0
1526,1526,172,523,0
1527,1527,172,523,0
1528,1528,172,522,0
1529,1529,178,515,0
1530,1530,195,498,0
1531,1531,212,481,0
1532,1532,225,468,0
1533,1533,235,459,0
1534,1534,240,455,0
1535,1535,242,454,0
1536,1536,242,454,0
1537,1537,242,454,0
1538,1538,242,454,0
1539,1539,242,454,0
1540,1540,242,454,0
1541,1541,243,452,0
1542,1542,261,435,0
1543,1543,277,421,0
1544,1544,298,405,0
1545,1545,308,397,0
1546,1546,315,391,0
1547,1547,318,389,0
1548,1548,319,388,0
1549,1549,319,388,0
1550,1550,319,388,0
1551,1551,319,388,0
1552,1552,319,388,0
1553,1553,319,388,0
1554,1554,319,388,0
1555,1555,319,388,0
1556,1556,333,379,0
1557,1557,356,361,0
1558,1558,401,332,0
1559,1559,419,320,0
1560,1560,433,312,0
1561,1561,435,310,0
1562,1562,439,308,0
1563,1563,440,308,0
1564,1564,440,308,0
1565,1565,440,308,0
1566,1566,440,308,0
1567,1567,440,308,0
1568,1568,440,308,0
1569,1569,440,308,0
1570,1570,440,308,0
1571,1571,440,308,0
1572,1572,440,308,0
1573,1573,440,308,0
1574,1574,440,308,0
1575,1575,440,308,0
1576,1576,440,308,0
1577,1577,440,308,0
1578,1578,440,308,0
1579,1579,440,308,0
1580,1580,440,308,0
1581,1581,440,308,0
1582,1582,440,308,0
1583,1583,440,308,0
1584,1584,440,308,0
1585,1585,440,308,0
1586,1586,440,308,0
1587,1587,440,308,0
1588,1588,440,308,0
1589,1589,440,308,0
1590,1590,440,308,0
1591,1591,440,308,0
1592,1592,440,308,0
1593,1593,440,308,0
1594,1594,440,308,0
1595,1595,440,308,0
1596,1596,440,308,0
1597,1597,440,302,0
1598,1598,438,292,0
1599,1599,433,280,0
1600,1600,423,269,0
1601,1601,413,260,0
1602,1602,403,254,0
1603,1603,386,253,0
1604,1604,374,253,0
1605,1605,362,254,0
1606,1606,356,257,0
1607,1607,351,260,0
1608,1608,348,261,0
1609,1609,347,262,0
1610,1610,347,263,0
1611,1611,347,263,0
1612,1612,347,263,0
1613,1613,347,263,0
1614,1614,347,263,0
1615,1615,347,263,0
1616,1616,347,263,0
1617,1617,347,263,0
1618,1618,347,263,0
1619,1619,347,262,0
1620,1620,347,259,0
1621,1621,346,254,0
1622,1622,343,246,0
1623,1623,337,237,0
1624,1624,330,229,0
1625,1625,321,222,0
1626,1626,311,215,0
1627,1627,300,212,0
1628,1628,290,209,0
1629,1629,279,209,0
1630,1630,269,209,0
1631,1631,253,218,0
1632,1632,243,225,0
1633,1633,238,230,0
1634,1634,234,235,0
1635,1635,231,238,0
1636,1636,231,240,0
1637,1637,231,240,0
1638,1638,231,240,0
1639,1639,231,240,0
1640,1640,231,240,0
1641,1641,231,240,0
1642,1642,231,240,0
1643,1643,231,240,0
1644,1644,231,240,0
1645,1645,231,240,0
1646,1646,231,240,0
1647,1647,231,239,0
1648,1648,231,239,0
1649,1649,231,239,0
1650,1650,231,239,0
1651,1651,231,239,0
1652,1652,231,239,0
1653,1653,231,239,0
1654,1654,231,239,0
1655,1655,231,239,0
1656,1656,231,239,0
1657,1657,231,239,0
1658,1658,231,239,0
1659,1659,231,239,0
1660,1660,231,239,0
1661,1661,231,239,0
1662,1662,231,239,0
1663,1663,231,239,0
1664,1664,231,239,0
1665,1665,231,239,0
1666,1666,231,239,0
1667,1667,231,239,0
1668,1668,231,239,0
1669,1669,231,239,0
1670,1670,231,239,0
1671,1671,231,239,0
1672,1672,231,239,0
1673,1673,231,239,0
1674,1674,231,239,0
1675,1675,231,239,0
1676,1676,231,239,0
1677,1677,231,239,0
1678,1678,231,239,0
1679,1679,231,239,0
1680,1680,231,239,0
1681,1681,231,239,0
1682,1682,231,239,0
1683,1683,231,239,0
1684,1684,231,239,0
1685,1685,231,239,0
1686,1686,231,239,0
1687,1687,231,239,0
1688,1688,231,239,0
1689,1689,231,239,0
1690,1690,231,239,0
1691,1691,231,239,0
1692,1692,231,239,0
1693,1693,231,239,0
1694,1694,231,239,0
1695,1695,231,239,0
1696,1696,231,239,0
1697,1697,231,239,0
1698,1698,231,239,0
1699,1699,231,239,0
1700,1700,231,239,0
1701,1701,231,239,0
1702,1702,231,239,0
1703,1703,231,239,0
1704,1704,231,239,0
1705,1705,231,239,0
1706,1706,231,239,0
1707,1707,231,239,0
1708,1708,231,239,0
1709,1709,231,239,0
1710,1710,231,239,0
1711,1711,231,239,0
1712,1712,231,239,0
1713,1713,232,239,0
1714,1714,235,236,0
1715,1715,238,234,0
1716,1716,243,229,0
1717,1717,248,224,0
1718,1718,253,216,0
1719,1719,258,209,0
1720,1720,263,202,0
1721,1721,268,194,0
1722,1722,274,182,0
1723,1723,276,176,0
1724,1724,278,170,0
1725,1725,279,165,0
1726,1726,279,161,0
1727,1727,279,157,0
1728,1728,279,154,0
1729,1729,279,150,0
1730,1730,277,144,0
1731,1731,274,139,0
1732,1732,272,136,0
1733,1733,269,131,0
1734,1734,266,127,0
1735,1735,262,124,0
1736,1736,259,121,0
1737,1737,255,118,0
1738,1738,252,116,0
1739,1739,251,115,0
1740,1740,246,112,0
1741,1741,242,109,0
1742,1742,238,108,0
1743,1743,231,105,0
1744,1744,226,104,0
1745,1745,221,102,0
1746,1746,214,101,0
1747,1747,209,100,0
1748,1748,200,99,0
1749,1749,193,97,0
1750,1750,185,96,0
1751,1751,179,96,0
1752,1752,168,95,0
1753,1753,160,95,0
1754,1754,153,95,0
1755,1755,144,95,0
1756,1756,138,95,0
1757,1757,130,96,0
1758,1758,124,97,0
1759,1759,118,98,0
1760,1760,113,100,0
1761,1761,107,102,0
1762,1762,101,105,0
1763,1763,94,108,0
1764,1764,89,111,0
1765,1765,84,114,0
1766,1766,79,118,0
1767,1767,72,124,0
1768,1768,69,128,0
1769,1769,63,134,0
1770,1770,58,140,0
1771,1771,55,145,0
1772,1772,49,153,0
1773,1773,46,158,0
1774,1774,42,165,0
1775,1775,40,172,0
1776,1776,38,180,0
1777,1777,37,191,0
1778,1778,36,201,0
1779,1779,36,210,0
1780,1780,36,221,0
1781,1781,36,234,0
1782,1782,36,241,0
1783,1783,36,247,0
1784,1784,36,251,0
1785,1785,36,253,0
1786,1786,36,257,0
1787,1787,36,261,0
1788,1788,37,264,0
1789,1789,37,267,0
1790,1790,37,270,0
1791,1791,37,272,0
1792,1792,38,272,0
1793,1793,38,273,0
1794,1794,38,274,0
1795,1795,38,274,0
1796,1796,38,275,0
1797,1797,38,275,0
1798,1798,38,275,0
1799,1799,38,275,0
1800,1800,38,275,0
1801,1801,38,275,0
1802,1802,38,275,0
1803,1803,38,275,0
1804,1804,38,275,0
1805,1805,38,275,0
1806,1806,38,275,0
1807,1807,38,275,0
1808,1808,38,275,0
1809,1809,38,275,0
1810,1810,38,275,0
1811,1811,38,275,0
1812,1812,38,275,0
1813,1813,38,275,0
1814,1814,38,275,0
1815,1815,38,275,0
1816,1816,38,275,0
1817,1817,38,275,0
1818,1818,38,275,0
1819,1819,38,275,0
1820,1820,38,275,0
1821,1821,38,275,0
1822,1822,38,275,0
1823,1823,38,275,0
1824,1824,38,275,0
1825,1825,38,275,0
1826,1826,38,275,0
1827,1827,38,275,0
1828,1828,38,275,0
1829,1829,38,275,0
1830,1830,38,275,0
1831,1831,38,275,0
1832,1832,38,275,0
1833,1833,38,275,0
1834,1834,38,275,0
1835,1835,38,275,0
1836,1836,38,275,0
1837,1837,38,275,0
1838,1838,38,275,0
1839,1839,38,275,0
1840,1840,38,275,0
1841,1841,38,275,0
